inchi,inchikey,smiles_rea,smiles_pro,RGT,SOL,CAT,ylds,PN,reference,DOI
"InChI=1S/C17H18N6O4/c1-10(11-6-4-5-7-12(11)24)19-20-13(25)8-23-9-18-15-14(23)16(26)22(3)17(27)21(15)2/h4-7,9,24H,8H2,1-3H3,(H,20,25)",GJEWBUWTRMWBPG-UHFFFAOYSA-N,CC(=NN=C(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C19H20N2O4/c1-19(2)7-13(23)17-15(8-19)25-18(21)11(9-20)16(17)10-4-5-14(24-3)12(22)6-10/h4-6,16,22H,7-8,21H2,1-3H3",RNYUWGKGGRMNHI-UHFFFAOYSA-N,COc1ccc(C2C(C#N)=C(N)OC3=C2C(=O)CC(C)(C)C3)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H27ClN4O3/c1-16(17-7-8-20(28)21(13-17)30-2)24-25-22(29)15-27-11-9-26(10-12-27)14-18-5-3-4-6-19(18)23/h3-8,13,28H,9-12,14-15H2,1-2H3,(H,25,29)",JRTZGABRUWKYMI-UHFFFAOYSA-N,COc1cc(C(C)=NN=C(O)CN2CCN(Cc3ccccc3Cl)CC2)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C17H18N4O3/c1-3-4-11-15-14(9-5-6-13(23-2)12(22)7-9)10(8-18)16(19)24-17(15)21-20-11/h5-7,14,22H,3-4,19H2,1-2H3,(H,20,21)",VQEDFYBLQJNFSJ-UHFFFAOYSA-N,CCCc1[nH]nc2c1C(c1ccc(OC)c(O)c1)C(C#N)=C(N)O2,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H14N4O3/c1-7-12-13(8-3-4-11(21-2)10(20)5-8)9(6-16)14(17)22-15(12)19-18-7/h3-5,13,20H,17H2,1-2H3,(H,18,19)",HFAHNBPEWVJWOU-UHFFFAOYSA-N,COc1ccc(C2C(C#N)=C(N)Oc3n[nH]c(C)c32)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H17BrN2O4/c1-14-6-2-3-7-17(14)22(28)29-20-11-10-16(23)12-15(20)13-24-25-21(27)18-8-4-5-9-19(18)26/h2-13,26H,1H3,(H,25,27)",JNKPGSODYXGQPG-UHFFFAOYSA-N,Cc1ccccc1C(=O)Oc1ccc(Br)cc1C=NN=C(O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C17H15Cl2N3O4/c1-26-15-6-10(2-5-14(15)23)8-21-22-16(24)9-20-17(25)11-3-4-12(18)13(19)7-11/h2-8,23H,9H2,1H3,(H,20,25)(H,22,24)",ROVURVUQQJAULK-UHFFFAOYSA-N,COc1cc(C=NN=C(O)CN=C(O)c2ccc(Cl)c(Cl)c2)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C18H19N3O5/c1-25-14-6-4-13(5-7-14)18(24)19-11-17(23)21-20-10-12-3-8-15(22)16(9-12)26-2/h3-10,22H,11H2,1-2H3,(H,19,24)(H,21,23)",NQFWBGJNVPWHBL-UHFFFAOYSA-N,COc1ccc(C(=O)NCC(O)=NN=Cc2ccc(O)c(OC)c2)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H28N2O3/c1-22(2,3)27-21(26)24-15-13-23(14-16-24)20(17-9-5-4-6-10-17)18-11-7-8-12-19(18)25/h4-12,20,25H,13-16H2,1-3H3",WFSYGBQBDFJAIJ-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1CCN(C(c2ccccc2)c2ccccc2O)CC1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C20H26N2O3S/c1-20(2,3)25-19(24)22-12-10-21(11-13-22)18(17-9-6-14-26-17)15-7-4-5-8-16(15)23/h4-9,14,18,23H,10-13H2,1-3H3",OTBBWUHOHOVTFB-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1CCN(C(c2cccs2)c2ccccc2O)CC1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C23H19BrN2O5/c1-2-30-18-10-7-15(8-11-18)23(29)31-21-12-9-17(24)13-16(21)14-25-26-22(28)19-5-3-4-6-20(19)27/h3-14,27H,2H2,1H3,(H,26,28)",OFRDGVSGUFLWKV-UHFFFAOYSA-N,CCOc1ccc(C(=O)Oc2ccc(Br)cc2C=NN=C(O)c2ccccc2O)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H17BrN2O4/c1-14-5-4-6-15(11-14)22(28)29-20-10-9-17(23)12-16(20)13-24-25-21(27)18-7-2-3-8-19(18)26/h2-13,26H,1H3,(H,25,27)",UGDVXCSWTRQUEX-UHFFFAOYSA-N,Cc1cccc(C(=O)Oc2ccc(Br)cc2C=NN=C(O)c2ccccc2O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C21H14BrClN2O4/c22-15-7-10-19(29-21(28)13-5-8-16(23)9-6-13)14(11-15)12-24-25-20(27)17-3-1-2-4-18(17)26/h1-12,26H,(H,25,27)",FQKHKPPNTBRMNS-UHFFFAOYSA-N,O=C(Oc1ccc(Br)cc1C=NN=C(O)c1ccccc1O)c1ccc(Cl)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H17ClN2O5/c1-29-20-12-14(13-24-25-21(27)16-7-3-5-9-18(16)26)10-11-19(20)30-22(28)15-6-2-4-8-17(15)23/h2-13,26H,1H3,(H,25,27)",HKORBWCVILUUHH-UHFFFAOYSA-N,COc1cc(C=NN=C(O)c2ccccc2O)ccc1OC(=O)c1ccccc1Cl,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C21H15BrN2O4/c22-16-10-11-19(28-21(27)14-6-2-1-3-7-14)15(12-16)13-23-24-20(26)17-8-4-5-9-18(17)25/h1-13,25H,(H,24,26)",SYDOTHUSOJLGGH-UHFFFAOYSA-N,O=C(Oc1ccc(Br)cc1C=NN=C(O)c1ccccc1O)c1ccccc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C21H15ClN2O4/c22-16-10-8-15(9-11-16)21(27)28-17-5-3-4-14(12-17)13-23-24-20(26)18-6-1-2-7-19(18)25/h1-13,25H,(H,24,26)",GEVMNSBWHWKAOV-UHFFFAOYSA-N,O=C(Oc1cccc(C=NN=C(O)c2ccccc2O)c1)c1ccc(Cl)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H19ClN2O4/c1-28-21-12-16(13-24-25-22(27)18-4-2-3-5-19(18)26)8-11-20(21)29-14-15-6-9-17(23)10-7-15/h2-13,26H,14H2,1H3,(H,25,27)",LVZGBSDFCJBABW-UHFFFAOYSA-N,COc1cc(C=NN=C(O)c2ccccc2O)ccc1OCc1ccc(Cl)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C21H15BrN2O4/c22-18-7-3-1-5-16(18)21(27)28-15-11-9-14(10-12-15)13-23-24-20(26)17-6-2-4-8-19(17)25/h1-13,25H,(H,24,26)",GDVYTYIEXUPCHO-UHFFFAOYSA-N,O=C(Oc1ccc(C=NN=C(O)c2ccccc2O)cc1)c1ccccc1Br,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C23H20N2O5/c1-2-29-21-14-16(15-24-25-22(27)18-10-6-7-11-19(18)26)12-13-20(21)30-23(28)17-8-4-3-5-9-17/h3-15,26H,2H2,1H3,(H,25,27)",NZSLBFMTMICHRQ-UHFFFAOYSA-N,CCOc1cc(C=NN=C(O)c2ccccc2O)ccc1OC(=O)c1ccccc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C23H21ClN2O4/c1-2-29-22-13-17(14-25-26-23(28)19-5-3-4-6-20(19)27)9-12-21(22)30-15-16-7-10-18(24)11-8-16/h3-14,27H,2,15H2,1H3,(H,26,28)",RDPROODUODSCNO-UHFFFAOYSA-N,CCOc1cc(C=NN=C(O)c2ccccc2O)ccc1OCc1ccc(Cl)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C21H14Cl2N2O4/c22-14-8-9-16(18(23)11-14)21(28)29-15-5-3-4-13(10-15)12-24-25-20(27)17-6-1-2-7-19(17)26/h1-12,26H,(H,25,27)",POTFSZPAPOCVIE-UHFFFAOYSA-N,O=C(Oc1cccc(C=NN=C(O)c2ccccc2O)c1)c1ccc(Cl)cc1Cl,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H18N2O4/c1-15-5-4-6-17(13-15)22(27)28-18-11-9-16(10-12-18)14-23-24-21(26)19-7-2-3-8-20(19)25/h2-14,25H,1H3,(H,24,26)",NALOZXITYHHTEU-UHFFFAOYSA-N,Cc1cccc(C(=O)Oc2ccc(C=NN=C(O)c3ccccc3O)cc2)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C18H20N6O3/c1-11(2)10-24-14-15(22(3)18(27)23(4)16(14)26)20-17(24)21-19-9-12-7-5-6-8-13(12)25/h5-9,25H,1,10H2,2-4H3,(H,20,21)",VCWLSNGOCIKZEP-UHFFFAOYSA-N,C=C(C)Cn1c(NN=Cc2ccccc2O)nc2c1c(=O)n(C)c(=O)n2C,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C20H22N4O2S2/c1-3-24(4-2)15-10-9-14(17(25)11-15)12-21-23-19(26)13-27-20-22-16-7-5-6-8-18(16)28-20/h5-12,25H,3-4,13H2,1-2H3,(H,23,26)",FGOJXROKMBPAQJ-UHFFFAOYSA-N,CCN(CC)c1ccc(C=NN=C(O)CSc2nc3ccccc3s2)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H13Cl2N3O4/c1-25-11-3-5-14(22)9(6-11)8-19-21-16(24)15(23)20-10-2-4-12(17)13(18)7-10/h2-8,22H,1H3,(H,20,23)(H,21,24)",ILTFCKJTOFOGKU-UHFFFAOYSA-N,COc1ccc(O)c(C=NNC(=O)C(=O)Nc2ccc(Cl)c(Cl)c2)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H13Cl2N3O4/c1-25-10-5-6-13(22)9(7-10)8-19-21-16(24)15(23)20-12-4-2-3-11(17)14(12)18/h2-8,22H,1H3,(H,20,23)(H,21,24)",FNDCDGDIAOGISJ-UHFFFAOYSA-N,COc1ccc(O)c(C=NNC(=O)C(=O)Nc2cccc(Cl)c2Cl)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C20H16ClN3O4S/c21-15-8-10-17(11-9-15)29(27,28)24-19-7-2-1-6-18(19)20(26)23-22-13-14-4-3-5-16(25)12-14/h1-13,24-25H,(H,23,26)",TYRKDQLQVJAJAP-UHFFFAOYSA-N,O=S(=O)(Nc1ccccc1C(O)=NN=Cc1cccc(O)c1)c1ccc(Cl)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C20H16ClN3O4S/c21-16-7-11-18(12-8-16)29(27,28)24-17-9-5-14(6-10-17)20(26)23-22-13-15-3-1-2-4-19(15)25/h1-13,24-25H,(H,23,26)",LUFVPAICIQEZPJ-UHFFFAOYSA-N,O=C(NN=Cc1ccccc1O)c1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C20H16ClN3O4S/c21-15-9-11-16(12-10-15)29(27,28)24-18-7-3-2-6-17(18)20(26)23-22-13-14-5-1-4-8-19(14)25/h1-13,24-25H,(H,23,26)",VWFVVLRLFLFGRW-UHFFFAOYSA-N,O=S(=O)(Nc1ccccc1C(O)=NN=Cc1ccccc1O)c1ccc(Cl)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H13Cl2N3O4/c1-25-14-6-9(2-5-13(14)22)8-19-21-16(24)15(23)20-10-3-4-11(17)12(18)7-10/h2-8,22H,1H3,(H,20,23)(H,21,24)",SXGVOYNOMCHQQF-UHFFFAOYSA-N,COc1cc(C=NNC(=O)C(=O)Nc2ccc(Cl)c(Cl)c2)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C24H20N2O5/c1-30-22-15-18(16-25-26-24(29)19-9-5-6-10-20(19)27)11-13-21(22)31-23(28)14-12-17-7-3-2-4-8-17/h2-16,27H,1H3,(H,26,29)",FVLHZCOCFGJKQB-UHFFFAOYSA-N,COc1cc(C=NN=C(O)c2ccccc2O)ccc1OC(=O)C=Cc1ccccc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C21H14Cl2N2O4/c22-14-7-10-16(18(23)11-14)21(28)29-15-8-5-13(6-9-15)12-24-25-20(27)17-3-1-2-4-19(17)26/h1-12,26H,(H,25,27)",GSLBYDJYZBZHPS-UHFFFAOYSA-N,O=C(Oc1ccc(C=NN=C(O)c2ccccc2O)cc1)c1ccc(Cl)cc1Cl,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C18H19ClN6O3/c1-11(19)8-9-25-14-15(23(2)18(28)24(3)16(14)27)21-17(25)22-20-10-12-6-4-5-7-13(12)26/h4-8,10,26H,9H2,1-3H3,(H,21,22)",XPWCVNPKXNPAAT-UHFFFAOYSA-N,CC(Cl)=CCn1c(NN=Cc2ccccc2O)nc2c1c(=O)n(C)c(=O)n2C,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H18N4O4/c27-17-10-6-7-15(13-17)14-23-26-22(30)21(29)25-19-12-5-4-11-18(19)20(28)24-16-8-2-1-3-9-16/h1-14,27H,(H,24,28)(H,25,29)(H,26,30)",HKTWSGGVQOKURO-UHFFFAOYSA-N,O=C(NN=Cc1cccc(O)c1)C(=O)Nc1ccccc1C(O)=Nc1ccccc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C23H20N4O5/c1-32-20-13-15(11-12-19(20)28)14-24-27-23(31)22(30)26-18-10-6-5-9-17(18)21(29)25-16-7-3-2-4-8-16/h2-14,28H,1H3,(H,25,29)(H,26,30)(H,27,31)",AKGKXPQIMWWIHQ-UHFFFAOYSA-N,COc1cc(C=NNC(=O)C(=O)Nc2ccccc2C(O)=Nc2ccccc2)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H18N4O4/c27-19-13-7-4-8-15(19)14-23-26-22(30)21(29)25-18-12-6-5-11-17(18)20(28)24-16-9-2-1-3-10-16/h1-14,27H,(H,24,28)(H,25,29)(H,26,30)",YCOOCAHAVIBKQZ-UHFFFAOYSA-N,O=C(NN=Cc1ccccc1O)C(=O)Nc1ccccc1C(O)=Nc1ccccc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C23H20N4O4/c1-15-7-6-9-17(13-15)25-21(29)18-10-3-4-11-19(18)26-22(30)23(31)27-24-14-16-8-2-5-12-20(16)28/h2-14,28H,1H3,(H,25,29)(H,26,30)(H,27,31)",YOQUQGUYJUHNSQ-UHFFFAOYSA-N,Cc1cccc(N=C(O)c2ccccc2NC(=O)C(=O)NN=Cc2ccccc2O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H17BrN2O4/c1-14-6-8-15(9-7-14)22(28)29-20-11-10-17(23)12-16(20)13-24-25-21(27)18-4-2-3-5-19(18)26/h2-13,26H,1H3,(H,25,27)",BJLZSJXXQGSAKA-UHFFFAOYSA-N,Cc1ccc(C(=O)Oc2ccc(Br)cc2C=NN=C(O)c2ccccc2O)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C21H15FN2O4/c22-18-7-3-1-5-16(18)21(27)28-15-11-9-14(10-12-15)13-23-24-20(26)17-6-2-4-8-19(17)25/h1-13,25H,(H,24,26)",SYKWVIMFLNZNSO-UHFFFAOYSA-N,O=C(Oc1ccc(C=NN=C(O)c2ccccc2O)cc1)c1ccccc1F,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H18N2O4/c1-15-6-2-3-7-18(15)22(27)28-17-12-10-16(11-13-17)14-23-24-21(26)19-8-4-5-9-20(19)25/h2-14,25H,1H3,(H,24,26)",NBIMOFQOMGVYRJ-UHFFFAOYSA-N,Cc1ccccc1C(=O)Oc1ccc(C=NN=C(O)c2ccccc2O)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C25H18N2O4/c28-22-13-7-6-12-20(22)24(29)27-26-16-21-19-11-5-4-8-17(19)14-15-23(21)31-25(30)18-9-2-1-3-10-18/h1-16,28H,(H,27,29)",KZRGPKZMDKOJNL-UHFFFAOYSA-N,O=C(Oc1ccc2ccccc2c1C=NN=C(O)c1ccccc1O)c1ccccc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C25H19FN2O3/c26-19-12-9-17(10-13-19)16-31-24-14-11-18-5-1-2-6-20(18)22(24)15-27-28-25(30)21-7-3-4-8-23(21)29/h1-15,29H,16H2,(H,28,30)",YQSWGWSEYOAECC-UHFFFAOYSA-N,OC(=NN=Cc1c(OCc2ccc(F)cc2)ccc2ccccc12)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H18N2O5/c1-28-17-12-8-16(9-13-17)22(27)29-18-10-6-15(7-11-18)14-23-24-21(26)19-4-2-3-5-20(19)25/h2-14,25H,1H3,(H,24,26)",SKQKWVYVBXVBIL-UHFFFAOYSA-N,COc1ccc(C(=O)Oc2ccc(C=NN=C(O)c3ccccc3O)cc2)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C21H15BrN2O4/c22-16-9-7-15(8-10-16)21(27)28-17-11-5-14(6-12-17)13-23-24-20(26)18-3-1-2-4-19(18)25/h1-13,25H,(H,24,26)",WNFPYTRWHMKHBW-UHFFFAOYSA-N,O=C(Oc1ccc(C=NN=C(O)c2ccccc2O)cc1)c1ccc(Br)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C24H22N2O5/c1-2-15-30-19-13-9-18(10-14-19)24(29)31-20-11-7-17(8-12-20)16-25-26-23(28)21-5-3-4-6-22(21)27/h3-14,16,27H,2,15H2,1H3,(H,26,28)",OXYAWZQRZUIVFY-UHFFFAOYSA-N,CCCOc1ccc(C(=O)Oc2ccc(C=NN=C(O)c3ccccc3O)cc2)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C21H16Cl2N2O2S/c22-18-10-7-16(11-19(18)23)25-21(27)13-28-17-8-5-15(6-9-17)24-12-14-3-1-2-4-20(14)26/h1-12,26H,13H2,(H,25,27)",YRLPMOBYRKLMQQ-UHFFFAOYSA-N,OC(CSc1ccc(N=Cc2ccccc2O)cc1)=Nc1ccc(Cl)c(Cl)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C21H16ClFN2O2S/c22-18-11-16(7-10-19(18)23)25-21(27)13-28-17-8-5-15(6-9-17)24-12-14-3-1-2-4-20(14)26/h1-12,26H,13H2,(H,25,27)",MTLRRJMMBZUJBG-UHFFFAOYSA-N,OC(CSc1ccc(N=Cc2ccccc2O)cc1)=Nc1ccc(F)c(Cl)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H22N2O6/c1-13(2)29-22(27)21-14(3)30-19-8-7-17(10-18(19)21)28-12-20(26)24-23-11-15-5-4-6-16(25)9-15/h4-11,13,25H,12H2,1-3H3,(H,24,26)",VQDOCCPDEZZGGK-UHFFFAOYSA-N,Cc1oc2ccc(OCC(O)=NN=Cc3cccc(O)c3)cc2c1C(=O)OC(C)C,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C21H15ClN2O4/c22-18-7-3-1-5-16(18)21(27)28-15-11-9-14(10-12-15)13-23-24-20(26)17-6-2-4-8-19(17)25/h1-13,25H,(H,24,26)",NJMDCIYQOINXFV-UHFFFAOYSA-N,O=C(Oc1ccc(C=NN=C(O)c2ccccc2O)cc1)c1ccccc1Cl,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H17ClN2O5/c1-29-20-12-14(13-24-25-21(27)17-4-2-3-5-18(17)26)6-11-19(20)30-22(28)15-7-9-16(23)10-8-15/h2-13,26H,1H3,(H,25,27)",XQKFHMXXFRHBHU-UHFFFAOYSA-N,COc1cc(C=NN=C(O)c2ccccc2O)ccc1OC(=O)c1ccc(Cl)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
